"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Drone_2025.nlogo"
"Experiments 2025"
"06/01/2025 14:03:18:655 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-17","17","-17","17"
"[run number]","Battery_Gain","Policy","Battery_consumption","number-strategies","p2_upperlimit","memory-size","p2_lowerlimit","drones","Battery_Consumption_SD","overcrowding-threshold","[step]","count turtles","ticks"
"2852","100","2","10","2","70","9","25","50","0.1","60","1500","50","1500"
"2857","50","0","10","9","70","9","25","50","0.1","60","1500","50","1500"
"2858","100","0","10","9","70","9","25","50","0.1","60","1500","50","1500"
"2851","50","2","10","2","70","9","25","50","0.1","60","1500","50","1500"
"2856","100","2","15","2","70","9","25","50","0.1","60","1500","50","1500"
"2855","50","2","15","2","70","9","25","50","0.1","60","1500","47","1500"
"2861","50","0","15","9","70","9","25","50","0.1","60","1500","45","1500"
"2862","100","0","15","9","70","9","25","50","0.1","60","1500","2","1500"
"2860","100","2","10","9","70","9","25","50","0.1","60","1500","50","1500"
"2859","50","2","10","9","70","9","25","50","0.1","60","1500","50","1500"
"2865","50","0","10","2","90","9","25","50","0.1","60","1500","50","1500"
"2866","100","0","10","2","90","9","25","50","0.1","60","1500","50","1500"
"2864","100","2","15","9","70","9","25","50","0.1","60","1500","50","1500"
"2869","50","0","15","2","90","9","25","50","0.1","60","1500","50","1500"
"2870","100","0","15","2","90","9","25","50","0.1","60","1500","14","1500"
"2863","50","2","15","9","70","9","25","50","0.1","60","1500","50","1500"
"2867","50","2","10","2","90","9","25","50","0.1","60","1500","50","1500"
"2868","100","2","10","2","90","9","25","50","0.1","60","1500","50","1500"
"2873","50","0","10","9","90","9","25","50","0.1","60","1500","50","1500"
"2874","100","0","10","9","90","9","25","50","0.1","60","1500","50","1500"
"2872","100","2","15","2","90","9","25","50","0.1","60","1500","26","1500"
"2871","50","2","15","2","90","9","25","50","0.1","60","1500","30","1500"
"2877","50","0","15","9","90","9","25","50","0.1","60","1500","50","1500"
"2878","100","0","15","9","90","9","25","50","0.1","60","1500","50","1500"
"2812","100","2","10","9","90","9","50","100","0","60","1500","100","1500"
"2816","100","2","15","9","90","9","50","100","0","60","1500","100","1500"
"2881","50","0","10","2","70","2","50","50","0.1","60","1500","50","1500"
"2882","100","0","10","2","70","2","50","50","0.1","60","1500","50","1500"
"2883","50","2","10","2","70","2","50","50","0.1","60","1500","50","1500"
"2885","50","0","15","2","70","2","50","50","0.1","60","1500","50","1500"
"2884","100","2","10","2","70","2","50","50","0.1","60","1500","50","1500"
"2811","50","2","10","9","90","9","50","100","0","60","1500","100","1500"
"2886","100","0","15","2","70","2","50","50","0.1","60","1500","50","1500"
"2879","50","2","15","9","90","9","25","50","0.1","60","1500","9","1500"
"2890","100","0","10","9","70","2","50","50","0.1","60","1500","50","1500"
"2889","50","0","10","9","70","2","50","50","0.1","60","1500","50","1500"
"2888","100","2","15","2","70","2","50","50","0.1","60","1500","50","1500"
"2887","50","2","15","2","70","2","50","50","0.1","60","1500","50","1500"
"2815","50","2","15","9","90","9","50","100","0","60","1500","100","1500"
"2893","50","0","15","9","70","2","50","50","0.1","60","1500","50","1500"
"2894","100","0","15","9","70","2","50","50","0.1","60","1500","50","1500"
"2897","50","0","10","2","90","2","50","50","0.1","60","1500","50","1500"
"2891","50","2","10","9","70","2","50","50","0.1","60","1500","50","1500"
"2892","100","2","10","9","70","2","50","50","0.1","60","1500","50","1500"
"2898","100","0","10","2","90","2","50","50","0.1","60","1500","50","1500"
"2880","100","2","15","9","90","9","25","50","0.1","60","1500","12","1500"
"2902","100","0","15","2","90","2","50","50","0.1","60","1500","50","1500"
"2901","50","0","15","2","90","2","50","50","0.1","60","1500","50","1500"
"2895","50","2","15","9","70","2","50","50","0.1","60","1500","50","1500"
"2896","100","2","15","9","70","2","50","50","0.1","60","1500","50","1500"
"2900","100","2","10","2","90","2","50","50","0.1","60","1500","50","1500"
"2899","50","2","10","2","90","2","50","50","0.1","60","1500","50","1500"
"2905","50","0","10","9","90","2","50","50","0.1","60","1500","50","1500"
"2906","100","0","10","9","90","2","50","50","0.1","60","1500","50","1500"
"2909","50","0","15","9","90","2","50","50","0.1","60","1500","50","1500"
"2910","100","0","15","9","90","2","50","50","0.1","60","1500","50","1500"
"2903","50","2","15","2","90","2","50","50","0.1","60","1500","50","1500"
"2904","100","2","15","2","90","2","50","50","0.1","60","1500","50","1500"
"2913","50","0","10","2","70","9","50","50","0.1","60","1500","50","1500"
"2914","100","0","10","2","70","9","50","50","0.1","60","1500","50","1500"
"2907","50","2","10","9","90","2","50","50","0.1","60","1500","50","1500"
"2908","100","2","10","9","90","2","50","50","0.1","60","1500","50","1500"
"2917","50","0","15","2","70","9","50","50","0.1","60","1500","50","1500"
"2918","100","0","15","2","70","9","50","50","0.1","60","1500","50","1500"
"2915","50","2","10","2","70","9","50","50","0.1","60","1500","50","1500"
"2912","100","2","15","9","90","2","50","50","0.1","60","1500","50","1500"
"2916","100","2","10","2","70","9","50","50","0.1","60","1500","50","1500"
"2911","50","2","15","9","90","2","50","50","0.1","60","1500","50","1500"
"2921","50","0","10","9","70","9","50","50","0.1","60","1500","50","1500"
"2922","100","0","10","9","70","9","50","50","0.1","60","1500","50","1500"
"2876","100","2","10","9","90","9","25","50","0.1","60","1500","50","1500"
"2875","50","2","10","9","90","9","25","50","0.1","60","1500","50","1500"
"2925","50","0","15","9","70","9","50","50","0.1","60","1500","50","1500"
"2926","100","0","15","9","70","9","50","50","0.1","60","1500","50","1500"
"2929","50","0","10","2","90","9","50","50","0.1","60","1500","50","1500"
"2930","100","0","10","2","90","9","50","50","0.1","60","1500","50","1500"
"2920","100","2","15","2","70","9","50","50","0.1","60","1500","50","1500"
"2919","50","2","15","2","70","9","50","50","0.1","60","1500","50","1500"
"2933","50","0","15","2","90","9","50","50","0.1","60","1500","50","1500"
"2934","100","0","15","2","90","9","50","50","0.1","60","1500","50","1500"
"2931","50","2","10","2","90","9","50","50","0.1","60","1500","50","1500"
"2932","100","2","10","2","90","9","50","50","0.1","60","1500","50","1500"
"2937","50","0","10","9","90","9","50","50","0.1","60","1500","50","1500"
"2938","100","0","10","9","90","9","50","50","0.1","60","1500","50","1500"
"2936","100","2","15","2","90","9","50","50","0.1","60","1500","50","1500"
"2935","50","2","15","2","90","9","50","50","0.1","60","1500","50","1500"
"2924","100","2","10","9","70","9","50","50","0.1","60","1500","50","1500"
"2941","50","0","15","9","90","9","50","50","0.1","60","1500","50","1500"
"2923","50","2","10","9","70","9","50","50","0.1","60","1500","50","1500"
"2942","100","0","15","9","90","9","50","50","0.1","60","1500","50","1500"
"2946","100","0","10","2","70","2","25","100","0.1","60","1500","100","1500"
"2945","50","0","10","2","70","2","25","100","0.1","60","1500","100","1500"
"2928","100","2","15","9","70","9","50","50","0.1","60","1500","50","1500"
"2947","50","2","10","2","70","2","25","100","0.1","60","1500","100","1500"
"2948","100","2","10","2","70","2","25","100","0.1","60","1500","100","1500"
"2949","50","0","15","2","70","2","25","100","0.1","60","1500","55","1500"
"2950","100","0","15","2","70","2","25","100","0.1","60","1500","47","1500"
"2927","50","2","15","9","70","9","50","50","0.1","60","1500","50","1500"
"2953","50","0","10","9","70","2","25","100","0.1","60","1500","100","1500"
"2954","100","0","10","9","70","2","25","100","0.1","60","1500","100","1500"
"2952","100","2","15","2","70","2","25","100","0.1","60","1500","100","1500"
"2951","50","2","15","2","70","2","25","100","0.1","60","1500","90","1500"
"2957","50","0","15","9","70","2","25","100","0.1","60","1500","87","1500"
"2958","100","0","15","9","70","2","25","100","0.1","60","1500","67","1500"
"2955","50","2","10","9","70","2","25","100","0.1","60","1500","100","1500"
"2961","50","0","10","2","90","2","25","100","0.1","60","1500","100","1500"
"2956","100","2","10","9","70","2","25","100","0.1","60","1500","100","1500"
"2962","100","0","10","2","90","2","25","100","0.1","60","1500","100","1500"
"2959","50","2","15","9","70","2","25","100","0.1","60","1500","99","1500"
"2960","100","2","15","9","70","2","25","100","0.1","60","1500","100","1500"
"2963","50","2","10","2","90","2","25","100","0.1","60","1500","100","1500"
"2965","50","0","15","2","90","2","25","100","0.1","60","1500","100","1500"
"2964","100","2","10","2","90","2","25","100","0.1","60","1500","100","1500"
"2966","100","0","15","2","90","2","25","100","0.1","60","1500","28","1500"
"2970","100","0","10","9","90","2","25","100","0.1","60","1500","100","1500"
"2969","50","0","10","9","90","2","25","100","0.1","60","1500","100","1500"
"2967","50","2","15","2","90","2","25","100","0.1","60","1500","54","1500"
"2968","100","2","15","2","90","2","25","100","0.1","60","1500","53","1500"
"2974","100","0","15","9","90","2","25","100","0.1","60","1500","16","1500"
"2973","50","0","15","9","90","2","25","100","0.1","60","1500","100","1500"
"2940","100","2","10","9","90","9","50","50","0.1","60","1500","50","1500"
"2939","50","2","10","9","90","9","50","50","0.1","60","1500","50","1500"
"2977","50","0","10","2","70","9","25","100","0.1","60","1500","100","1500"
"2978","100","0","10","2","70","9","25","100","0.1","60","1500","100","1500"
"2975","50","2","15","9","90","2","25","100","0.1","60","1500","36","1500"
"2981","50","0","15","2","70","9","25","100","0.1","60","1500","99","1500"
"2971","50","2","10","9","90","2","25","100","0.1","60","1500","100","1500"
"2982","100","0","15","2","70","9","25","100","0.1","60","1500","100","1500"
"2972","100","2","10","9","90","2","25","100","0.1","60","1500","100","1500"
"2985","50","0","10","9","70","9","25","100","0.1","60","1500","100","1500"
"2976","100","2","15","9","90","2","25","100","0.1","60","1500","46","1500"
"2986","100","0","10","9","70","9","25","100","0.1","60","1500","100","1500"
"2944","100","2","15","9","90","9","50","50","0.1","60","1500","50","1500"
"2989","50","0","15","9","70","9","25","100","0.1","60","1500","93","1500"
"2990","100","0","15","9","70","9","25","100","0.1","60","1500","10","1500"
"2980","100","2","10","2","70","9","25","100","0.1","60","1500","100","1500"
"2943","50","2","15","9","90","9","50","50","0.1","60","1500","50","1500"
"2993","50","0","10","2","90","9","25","100","0.1","60","1500","100","1500"
"2979","50","2","10","2","70","9","25","100","0.1","60","1500","100","1500"
"2994","100","0","10","2","90","9","25","100","0.1","60","1500","100","1500"
"2984","100","2","15","2","70","9","25","100","0.1","60","1500","100","1500"
"2997","50","0","15","2","90","9","25","100","0.1","60","1500","100","1500"
"2983","50","2","15","2","70","9","25","100","0.1","60","1500","97","1500"
"2998","100","0","15","2","90","9","25","100","0.1","60","1500","59","1500"
"2995","50","2","10","2","90","9","25","100","0.1","60","1500","100","1500"
"2999","50","2","15","2","90","9","25","100","0.1","60","1500","52","1500"
"2996","100","2","10","2","90","9","25","100","0.1","60","1500","100","1500"
"3001","50","0","10","9","90","9","25","100","0.1","60","1500","100","1500"
"3002","100","0","10","9","90","9","25","100","0.1","60","1500","100","1500"
"3000","100","2","15","2","90","9","25","100","0.1","60","1500","63","1500"
"3005","50","0","15","9","90","9","25","100","0.1","60","1500","100","1500"
"3006","100","0","15","9","90","9","25","100","0.1","60","1500","60","1500"
"2987","50","2","10","9","70","9","25","100","0.1","60","1500","100","1500"
"3009","50","0","10","2","70","2","50","100","0.1","60","1500","100","1500"
"3010","100","0","10","2","70","2","50","100","0.1","60","1500","100","1500"
"2988","100","2","10","9","70","9","25","100","0.1","60","1500","100","1500"
"3011","50","2","10","2","70","2","50","100","0.1","60","1500","100","1500"
"3013","50","0","15","2","70","2","50","100","0.1","60","1500","100","1500"
"3012","100","2","10","2","70","2","50","100","0.1","60","1500","100","1500"
"3014","100","0","15","2","70","2","50","100","0.1","60","1500","100","1500"
"3015","50","2","15","2","70","2","50","100","0.1","60","1500","100","1500"
"3016","100","2","15","2","70","2","50","100","0.1","60","1500","100","1500"
"3018","100","0","10","9","70","2","50","100","0.1","60","1500","100","1500"
"3017","50","0","10","9","70","2","50","100","0.1","60","1500","100","1500"
"2992","100","2","15","9","70","9","25","100","0.1","60","1500","100","1500"
"3021","50","0","15","9","70","2","50","100","0.1","60","1500","100","1500"
"3022","100","0","15","9","70","2","50","100","0.1","60","1500","100","1500"
"3007","50","2","15","9","90","9","25","100","0.1","60","1500","22","1500"
"2991","50","2","15","9","70","9","25","100","0.1","60","1500","100","1500"
"3019","50","2","10","9","70","2","50","100","0.1","60","1500","100","1500"
"3025","50","0","10","2","90","2","50","100","0.1","60","1500","100","1500"
"3026","100","0","10","2","90","2","50","100","0.1","60","1500","100","1500"
"3020","100","2","10","9","70","2","50","100","0.1","60","1500","100","1500"
"3029","50","0","15","2","90","2","50","100","0.1","60","1500","100","1500"
"3030","100","0","15","2","90","2","50","100","0.1","60","1500","100","1500"
"3027","50","2","10","2","90","2","50","100","0.1","60","1500","100","1500"
"3028","100","2","10","2","90","2","50","100","0.1","60","1500","100","1500"
"3008","100","2","15","9","90","9","25","100","0.1","60","1500","21","1500"
"3023","50","2","15","9","70","2","50","100","0.1","60","1500","100","1500"
"3034","100","0","10","9","90","2","50","100","0.1","60","1500","100","1500"
"3033","50","0","10","9","90","2","50","100","0.1","60","1500","100","1500"
"3024","100","2","15","9","70","2","50","100","0.1","60","1500","100","1500"
"3037","50","0","15","9","90","2","50","100","0.1","60","1500","100","1500"
"3038","100","0","15","9","90","2","50","100","0.1","60","1500","100","1500"
"3031","50","2","15","2","90","2","50","100","0.1","60","1500","100","1500"
"3032","100","2","15","2","90","2","50","100","0.1","60","1500","100","1500"
"3041","50","0","10","2","70","9","50","100","0.1","60","1500","100","1500"
"3042","100","0","10","2","70","9","50","100","0.1","60","1500","100","1500"
"3035","50","2","10","9","90","2","50","100","0.1","60","1500","100","1500"
"3036","100","2","10","9","90","2","50","100","0.1","60","1500","100","1500"
"3045","50","0","15","2","70","9","50","100","0.1","60","1500","100","1500"
"3046","100","0","15","2","70","9","50","100","0.1","60","1500","100","1500"
"3044","100","2","10","2","70","9","50","100","0.1","60","1500","100","1500"
"3043","50","2","10","2","70","9","50","100","0.1","60","1500","100","1500"
"3040","100","2","15","9","90","2","50","100","0.1","60","1500","100","1500"
"3049","50","0","10","9","70","9","50","100","0.1","60","1500","100","1500"
"3039","50","2","15","9","90","2","50","100","0.1","60","1500","100","1500"
"3050","100","0","10","9","70","9","50","100","0.1","60","1500","100","1500"
"3053","50","0","15","9","70","9","50","100","0.1","60","1500","100","1500"
"3054","100","0","15","9","70","9","50","100","0.1","60","1500","100","1500"
"3048","100","2","15","2","70","9","50","100","0.1","60","1500","100","1500"
"3047","50","2","15","2","70","9","50","100","0.1","60","1500","100","1500"
"3057","50","0","10","2","90","9","50","100","0.1","60","1500","100","1500"
"3058","100","0","10","2","90","9","50","100","0.1","60","1500","100","1500"
"3003","50","2","10","9","90","9","25","100","0.1","60","1500","100","1500"
"3004","100","2","10","9","90","9","25","100","0.1","60","1500","100","1500"
"3061","50","0","15","2","90","9","50","100","0.1","60","1500","100","1500"
"3062","100","0","15","2","90","9","50","100","0.1","60","1500","100","1500"
"3060","100","2","10","2","90","9","50","100","0.1","60","1500","100","1500"
"3059","50","2","10","2","90","9","50","100","0.1","60","1500","100","1500"
"3065","50","0","10","9","90","9","50","100","0.1","60","1500","100","1500"
"3066","100","0","10","9","90","9","50","100","0.1","60","1500","100","1500"
"3064","100","2","15","2","90","9","50","100","0.1","60","1500","100","1500"
"3063","50","2","15","2","90","9","50","100","0.1","60","1500","100","1500"
"3052","100","2","10","9","70","9","50","100","0.1","60","1500","100","1500"
"3051","50","2","10","9","70","9","50","100","0.1","60","1500","100","1500"
"3069","50","0","15","9","90","9","50","100","0.1","60","1500","100","1500"
"3070","100","0","15","9","90","9","50","100","0.1","60","1500","100","1500"
"3073","50","0","10","2","70","2","25","50","0","30","1500","50","1500"
"3074","100","0","10","2","70","2","25","50","0","30","1500","50","1500"
"3075","50","2","10","2","70","2","25","50","0","30","1500","50","1500"
"3076","100","2","10","2","70","2","25","50","0","30","1500","50","1500"
"3077","50","0","15","2","70","2","25","50","0","30","1500","50","1500"
"3078","100","0","15","2","70","2","25","50","0","30","1500","50","1500"
"3079","50","2","15","2","70","2","25","50","0","30","1500","16","1500"
"3080","100","2","15","2","70","2","25","50","0","30","1500","32","1500"
"3082","100","0","10","9","70","2","25","50","0","30","1500","50","1500"
"3081","50","0","10","9","70","2","25","50","0","30","1500","50","1500"
"3056","100","2","15","9","70","9","50","100","0.1","60","1500","100","1500"
"3084","100","2","10","9","70","2","25","50","0","30","1500","50","1500"
"3086","100","0","15","9","70","2","25","50","0","30","1500","50","1500"
"3085","50","0","15","9","70","2","25","50","0","30","1500","50","1500"
"3055","50","2","15","9","70","9","50","100","0.1","60","1500","100","1500"
"3089","50","0","10","2","90","2","25","50","0","30","1500","50","1500"
"3083","50","2","10","9","70","2","25","50","0","30","1500","50","1500"
"3087","50","2","15","9","70","2","25","50","0","30","1500","4","1500"
"3090","100","0","10","2","90","2","25","50","0","30","1500","50","1500"
"3088","100","2","15","9","70","2","25","50","0","30","1500","5","1500"
"3093","50","0","15","2","90","2","25","50","0","30","1500","50","1500"
"3094","100","0","15","2","90","2","25","50","0","30","1500","50","1500"
"3095","50","2","15","2","90","2","25","50","0","30","1500","13","1500"
"3091","50","2","10","2","90","2","25","50","0","30","1500","50","1500"
"3096","100","2","15","2","90","2","25","50","0","30","1500","17","1500"
"3092","100","2","10","2","90","2","25","50","0","30","1500","50","1500"
"3097","50","0","10","9","90","2","25","50","0","30","1500","50","1500"
"3098","100","0","10","9","90","2","25","50","0","30","1500","50","1500"
"3102","100","0","15","9","90","2","25","50","0","30","1500","50","1500"
"3101","50","0","15","9","90","2","25","50","0","30","1500","50","1500"
"3103","50","2","15","9","90","2","25","50","0","30","1500","2","1500"
"3104","100","2","15","9","90","2","25","50","0","30","1500","1","1500"
"3105","50","0","10","2","70","9","25","50","0","30","1500","50","1500"
"3106","100","0","10","2","70","9","25","50","0","30","1500","50","1500"
"3100","100","2","10","9","90","2","25","50","0","30","1500","50","1500"
"3099","50","2","10","9","90","2","25","50","0","30","1500","50","1500"
"3109","50","0","15","2","70","9","25","50","0","30","1500","50","1500"
"3110","100","0","15","2","70","9","25","50","0","30","1500","50","1500"
"3108","100","2","10","2","70","9","25","50","0","30","1500","50","1500"
"3113","50","0","10","9","70","9","25","50","0","30","1500","50","1500"
"3107","50","2","10","2","70","9","25","50","0","30","1500","50","1500"
"3114","100","0","10","9","70","9","25","50","0","30","1500","50","1500"
"3112","100","2","15","2","70","9","25","50","0","30","1500","2","1500"
"3111","50","2","15","2","70","9","25","50","0","30","1500","14","1500"
"3117","50","0","15","9","70","9","25","50","0","30","1500","50","1500"
"3118","100","0","15","9","70","9","25","50","0","30","1500","50","1500"
"3119","50","2","15","9","70","9","25","50","0","30","1500","1","1500"
"3120","100","2","15","9","70","9","25","50","0","30","1363","0","1363"
"3122","100","0","10","2","90","9","25","50","0","30","1500","50","1500"
"3121","50","0","10","2","90","9","25","50","0","30","1500","50","1500"
"3124","100","2","10","2","90","9","25","50","0","30","1500","50","1500"
"3123","50","2","10","2","90","9","25","50","0","30","1500","50","1500"
"3126","100","0","15","2","90","9","25","50","0","30","1500","50","1500"
"3125","50","0","15","2","90","9","25","50","0","30","1500","50","1500"
"3127","50","2","15","2","90","9","25","50","0","30","1500","18","1500"
"3128","100","2","15","2","90","9","25","50","0","30","1500","20","1500"
"3129","50","0","10","9","90","9","25","50","0","30","1500","50","1500"
"3130","100","0","10","9","90","9","25","50","0","30","1500","50","1500"
"3068","100","2","10","9","90","9","50","100","0.1","60","1500","100","1500"
"3133","50","0","15","9","90","9","25","50","0","30","1500","50","1500"
"3134","100","0","15","9","90","9","25","50","0","30","1500","50","1500"
"3067","50","2","10","9","90","9","50","100","0.1","60","1500","100","1500"
"3116","100","2","10","9","70","9","25","50","0","30","1500","50","1500"
"3135","50","2","15","9","90","9","25","50","0","30","1500","1","1500"
"3136","100","2","15","9","90","9","25","50","0","30","1500","1","1500"
"3137","50","0","10","2","70","2","50","50","0","30","1500","50","1500"
"3138","100","0","10","2","70","2","50","50","0","30","1500","50","1500"
"3141","50","0","15","2","70","2","50","50","0","30","1500","50","1500"
"3139","50","2","10","2","70","2","50","50","0","30","1500","50","1500"
"3140","100","2","10","2","70","2","50","50","0","30","1500","50","1500"
"3142","100","0","15","2","70","2","50","50","0","30","1500","50","1500"
"3145","50","0","10","9","70","2","50","50","0","30","1500","50","1500"
"3146","100","0","10","9","70","2","50","50","0","30","1500","50","1500"
"3143","50","2","15","2","70","2","50","50","0","30","1500","50","1500"
"3144","100","2","15","2","70","2","50","50","0","30","1500","50","1500"
"3149","50","0","15","9","70","2","50","50","0","30","1500","50","1500"
"3150","100","0","15","9","70","2","50","50","0","30","1500","50","1500"
"3115","50","2","10","9","70","9","25","50","0","30","1500","50","1500"
"3148","100","2","10","9","70","2","50","50","0","30","1500","50","1500"
"3153","50","0","10","2","90","2","50","50","0","30","1500","50","1500"
"3147","50","2","10","9","70","2","50","50","0","30","1500","50","1500"
"3154","100","0","10","2","90","2","50","50","0","30","1500","50","1500"
"3152","100","2","15","9","70","2","50","50","0","30","1500","50","1500"
"3151","50","2","15","9","70","2","50","50","0","30","1500","50","1500"
"3157","50","0","15","2","90","2","50","50","0","30","1500","50","1500"
"3155","50","2","10","2","90","2","50","50","0","30","1500","50","1500"
"3156","100","2","10","2","90","2","50","50","0","30","1500","50","1500"
"3158","100","0","15","2","90","2","50","50","0","30","1500","50","1500"
"3072","100","2","15","9","90","9","50","100","0.1","60","1500","100","1500"
"3161","50","0","10","9","90","2","50","50","0","30","1500","50","1500"
"3162","100","0","10","9","90","2","50","50","0","30","1500","50","1500"
"3071","50","2","15","9","90","9","50","100","0.1","60","1500","100","1500"
"3165","50","0","15","9","90","2","50","50","0","30","1500","50","1500"
"3160","100","2","15","2","90","2","50","50","0","30","1500","50","1500"
"3166","100","0","15","9","90","2","50","50","0","30","1500","50","1500"
"3159","50","2","15","2","90","2","50","50","0","30","1500","50","1500"
"3170","100","0","10","2","70","9","50","50","0","30","1500","50","1500"
"3169","50","0","10","2","70","9","50","50","0","30","1500","50","1500"
"3164","100","2","10","9","90","2","50","50","0","30","1500","50","1500"
"3168","100","2","15","9","90","2","50","50","0","30","1500","50","1500"
"3172","100","2","10","2","70","9","50","50","0","30","1500","50","1500"
"3163","50","2","10","9","90","2","50","50","0","30","1500","50","1500"
"3167","50","2","15","9","90","2","50","50","0","30","1500","50","1500"
"3173","50","0","15","2","70","9","50","50","0","30","1500","50","1500"
"3174","100","0","15","2","70","9","50","50","0","30","1500","50","1500"
"3177","50","0","10","9","70","9","50","50","0","30","1500","50","1500"
"3178","100","0","10","9","70","9","50","50","0","30","1500","50","1500"
"3171","50","2","10","2","70","9","50","50","0","30","1500","50","1500"
"3181","50","0","15","9","70","9","50","50","0","30","1500","50","1500"
"3182","100","0","15","9","70","9","50","50","0","30","1500","50","1500"
"3175","50","2","15","2","70","9","50","50","0","30","1500","50","1500"
"3176","100","2","15","2","70","9","50","50","0","30","1500","50","1500"
"3185","50","0","10","2","90","9","50","50","0","30","1500","50","1500"
"3186","100","0","10","2","90","9","50","50","0","30","1500","50","1500"
"3132","100","2","10","9","90","9","25","50","0","30","1500","50","1500"
"3131","50","2","10","9","90","9","25","50","0","30","1500","50","1500"
"3188","100","2","10","2","90","9","50","50","0","30","1500","50","1500"
"3189","50","0","15","2","90","9","50","50","0","30","1500","50","1500"
"3190","100","0","15","2","90","9","50","50","0","30","1500","50","1500"
"3187","50","2","10","2","90","9","50","50","0","30","1500","50","1500"
"3193","50","0","10","9","90","9","50","50","0","30","1500","50","1500"
"3194","100","0","10","9","90","9","50","50","0","30","1500","50","1500"
"3180","100","2","10","9","70","9","50","50","0","30","1500","50","1500"
"3197","50","0","15","9","90","9","50","50","0","30","1500","50","1500"
"3198","100","0","15","9","90","9","50","50","0","30","1500","50","1500"
"3192","100","2","15","2","90","9","50","50","0","30","1500","50","1500"
"3191","50","2","15","2","90","9","50","50","0","30","1500","50","1500"
"3184","100","2","15","9","70","9","50","50","0","30","1500","50","1500"
"3201","50","0","10","2","70","2","25","100","0","30","1500","100","1500"
"3202","100","0","10","2","70","2","25","100","0","30","1500","100","1500"
"3179","50","2","10","9","70","9","50","50","0","30","1500","50","1500"
"3183","50","2","15","9","70","9","50","50","0","30","1500","50","1500"
"3205","50","0","15","2","70","2","25","100","0","30","1500","100","1500"
"3204","100","2","10","2","70","2","25","100","0","30","1500","100","1500"
"3203","50","2","10","2","70","2","25","100","0","30","1500","100","1500"
"3206","100","0","15","2","70","2","25","100","0","30","1500","100","1500"
"3207","50","2","15","2","70","2","25","100","0","30","1500","37","1500"
"3209","50","0","10","9","70","2","25","100","0","30","1500","100","1500"
"3210","100","0","10","9","70","2","25","100","0","30","1500","100","1500"
"3208","100","2","15","2","70","2","25","100","0","30","1500","59","1500"
"3213","50","0","15","9","70","2","25","100","0","30","1500","100","1500"
"3214","100","0","15","9","70","2","25","100","0","30","1500","100","1500"
"3215","50","2","15","9","70","2","25","100","0","30","1500","1","1500"
"3217","50","0","10","2","90","2","25","100","0","30","1500","100","1500"
"3218","100","0","10","2","90","2","25","100","0","30","1500","100","1500"
"3216","100","2","15","9","70","2","25","100","0","30","1500","27","1500"
"3212","100","2","10","9","70","2","25","100","0","30","1500","100","1500"
"3219","50","2","10","2","90","2","25","100","0","30","1500","100","1500"
"3221","50","0","15","2","90","2","25","100","0","30","1500","100","1500"
"3220","100","2","10","2","90","2","25","100","0","30","1500","100","1500"
"3222","100","0","15","2","90","2","25","100","0","30","1500","100","1500"
"3225","50","0","10","9","90","2","25","100","0","30","1500","100","1500"
"3211","50","2","10","9","70","2","25","100","0","30","1500","100","1500"
"3224","100","2","15","2","90","2","25","100","0","30","1500","35","1500"
"3223","50","2","15","2","90","2","25","100","0","30","1500","45","1500"
"3226","100","0","10","9","90","2","25","100","0","30","1500","100","1500"
"3229","50","0","15","9","90","2","25","100","0","30","1500","100","1500"
"3230","100","0","15","9","90","2","25","100","0","30","1500","100","1500"
"3231","50","2","15","9","90","2","25","100","0","30","1500","5","1500"
"3232","100","2","15","9","90","2","25","100","0","30","1500","6","1500"
"3233","50","0","10","2","70","9","25","100","0","30","1500","100","1500"
"3234","100","0","10","2","70","9","25","100","0","30","1500","100","1500"
"3196","100","2","10","9","90","9","50","50","0","30","1500","50","1500"
"3237","50","0","15","2","70","9","25","100","0","30","1500","100","1500"
"3238","100","0","15","2","70","9","25","100","0","30","1500","100","1500"
"3228","100","2","10","9","90","2","25","100","0","30","1500","100","1500"
"3200","100","2","15","9","90","9","50","50","0","30","1500","50","1500"
"3227","50","2","10","9","90","2","25","100","0","30","1500","100","1500"
"3195","50","2","10","9","90","9","50","50","0","30","1500","50","1500"
"3236","100","2","10","2","70","9","25","100","0","30","1500","100","1500"
"3242","100","0","10","9","70","9","25","100","0","30","1500","100","1500"
"3241","50","0","10","9","70","9","25","100","0","30","1500","100","1500"
"3199","50","2","15","9","90","9","50","50","0","30","1500","50","1500"
"3245","50","0","15","9","70","9","25","100","0","30","1500","100","1500"
"3246","100","0","15","9","70","9","25","100","0","30","1500","100","1500"
"3235","50","2","10","2","70","9","25","100","0","30","1500","100","1500"
"3250","100","0","10","2","90","9","25","100","0","30","1500","100","1500"
"3239","50","2","15","2","70","9","25","100","0","30","1500","31","1500"
"3249","50","0","10","2","90","9","25","100","0","30","1500","100","1500"
"3240","100","2","15","2","70","9","25","100","0","30","1500","34","1500"
"3253","50","0","15","2","90","9","25","100","0","30","1500","100","1500"
"3254","100","0","15","2","90","9","25","100","0","30","1500","100","1500"
"3247","50","2","15","9","70","9","25","100","0","30","1500","1","1500"
"3248","100","2","15","9","70","9","25","100","0","30","1400","0","1400"
"3257","50","0","10","9","90","9","25","100","0","30","1500","100","1500"
"3258","100","0","10","9","90","9","25","100","0","30","1500","100","1500"
